,Area Code,Year Code,Gender Code,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PAFpercent
3625,6,0,1,181,4,4,20870,867,725,78,69,38,270,915,47,52
3626,6,1,1,162,4,4,21292,761,611,77,72,44,284,1095,55,58
3627,6,2,1,199,5,5,21826,912,729,78,83,42,325,1496,74,57
3628,6,3,1,180,6,6,22523,799,660,78,76,42,304,1477,71,55
3629,6,4,1,188,5,5,23104,814,649,80,69,37,248,1071,50,54
3630,6,0,1,80,5,5,11089,721,648,74,40,50,275,688,66,50
3631,6,1,1,69,6,6,11148,619,549,77,28,41,191,479,46,39
3632,6,2,1,69,6,6,11307,610,524,80,24,35,173,345,33,67
3633,6,3,1,91,5,5,11521,790,604,79,39,43,225,463,44,49
3634,6,4,1,79,5,5,11752,672,522,77,33,42,216,553,51,64
3635,6,0,1,562,5,5,73600,764,706,78,227,40,290,3673,53,49
3636,6,1,1,530,5,5,74098,715,646,78,213,40,276,3666,53,55
3637,6,2,1,560,5,5,75199,745,659,80,211,38,267,3702,52,54
3638,6,3,1,548,4,4,75960,721,631,79,225,41,278,3875,54,49
3639,6,4,1,585,5,5,76891,761,662,79,227,39,284,4141,58,55
3640,6,0,1,213,4,4,21984,969,738,77,92,43,360,1552,77,66
3641,6,1,1,195,5,5,21704,898,689,76,88,45,344,1615,81,54
3642,6,2,1,228,4,4,21510,1060,772,76,101,44,385,1756,89,59
3643,6,3,1,244,4,4,21353,1143,806,77,108,44,414,1714,88,55
3644,6,4,1,226,5,5,21231,1064,723,77,95,42,360,1552,80,59
3645,6,0,1,570,4,4,95432,597,737,72,313,55,346,5489,60,50
3646,6,1,1,558,5,5,96009,581,719,74,291,52,315,5313,58,53
3647,6,2,1,602,4,4,96788,622,768,75,300,50,320,5316,57,54
3648,6,3,1,609,4,4,97182,627,758,75,282,46,289,4792,52,53
3649,6,4,1,636,4,4,97778,650,768,75,300,47,308,5883,63,61
3650,6,0,1,464,5,5,43673,1062,744,78,179,39,316,2533,63,54
3651,6,1,1,441,5,5,43821,1006,707,78,179,41,332,2715,68,55
3652,6,2,1,503,5,5,44030,1142,764,79,189,38,333,2993,75,47
3653,6,3,1,483,6,6,44264,1091,740,77,214,44,386,3321,83,53
3654,6,4,1,494,4,4,44609,1107,706,78,190,38,320,2712,68,51
3655,6,0,1,252,6,6,25172,1001,763,76,120,48,392,2158,93,62
3656,6,1,1,268,4,4,25217,1063,766,75,131,49,408,2230,97,63
3657,6,2,1,326,5,5,25144,1296,895,77,148,45,440,2558,112,50
3658,6,3,1,284,5,5,25163,1129,766,78,125,44,362,1784,78,56
3659,6,4,1,274,6,6,25195,1088,719,75,124,45,371,1982,87,64
3660,6,0,1,230,6,6,24677,932,688,77,99,43,290,1506,66,44
3661,6,1,1,216,5,5,25052,862,592,76,102,47,270,1255,54,47
3662,6,2,1,254,4,4,25472,997,700,76,113,44,340,1737,74,52
3663,6,3,1,251,5,5,25788,973,696,74,127,51,395,2230,95,60
3664,6,4,1,244,5,5,26187,932,589,77,100,41,251,1145,48,53
3665,6,0,1,303,5,5,27499,1102,671,78,113,37,275,1441,58,48
3666,6,1,1,332,4,4,27805,1194,712,79,129,39,321,1711,69,57
3667,6,2,1,361,6,6,28094,1285,752,80,114,32,295,1538,62,56
3668,6,3,1,346,6,6,28588,1210,697,78,141,41,339,1744,69,51
3669,6,4,1,385,5,5,28984,1328,706,79,129,34,280,1612,63,47
3670,6,0,1,240,6,6,22865,1050,772,76,110,46,362,1689,80,49
3671,6,1,1,279,5,5,22984,1214,811,76,121,43,345,1622,77,47
3672,6,2,1,238,6,6,23174,1027,690,76,111,47,326,1494,71,60
3673,6,3,1,235,5,5,23388,1005,639,75,114,48,316,1464,69,61
3674,6,4,1,291,5,5,23657,1230,738,76,130,45,332,1463,69,48
3675,6,0,1,65,5,5,11906,546,637,73,36,55,348,533,47,53
3676,6,1,1,73,4,4,12109,603,704,75,36,49,335,519,45,47
3677,6,2,1,74,6,6,12334,600,673,77,34,46,270,523,44,50
3678,6,3,1,53,5,5,12644,419,479,73,29,55,254,530,44,48
3679,6,4,1,65,5,5,13022,499,542,72,39,60,324,748,60,44
3680,6,0,1,187,5,5,35907,521,502,80,71,38,163,1013,30,42
3681,6,1,1,181,4,4,36214,500,473,79,76,42,178,1276,37,55
3682,6,2,1,199,5,5,36592,544,496,78,76,38,166,1052,30,50
3683,6,3,1,175,6,6,36977,473,404,79,68,39,138,809,23,46
3684,6,4,1,222,6,6,37539,591,498,78,93,42,197,1359,39,37
3685,6,0,1,192,5,5,21376,898,573,83,55,29,204,744,38,42
3686,6,1,1,159,6,6,21508,739,454,84,36,23,128,471,24,28
3687,6,2,1,169,4,4,21646,781,484,84,37,22,134,425,22,57
3688,6,3,1,179,6,6,21743,823,511,83,48,27,174,617,31,52
3689,6,4,1,163,5,5,21823,747,453,84,42,26,156,591,30,52
3690,6,0,1,183,5,5,25055,730,492,82,46,25,170,730,32,56
3691,6,1,1,227,6,6,25145,903,606,82,66,29,250,1025,45,44
3692,6,2,1,216,5,5,25286,854,569,82,60,28,226,993,43,52
3693,6,3,1,218,4,4,25494,855,547,84,56,26,209,957,41,36
3694,6,4,1,208,6,6,25875,804,520,82,55,26,200,758,32,58
3695,6,0,1,163,5,5,17540,929,657,83,37,23,200,651,40,60
3696,6,1,1,158,4,4,17554,900,641,83,49,31,265,857,53,41
3697,6,2,1,150,4,4,17655,850,584,83,40,27,212,623,38,48
3698,6,3,1,145,6,6,17741,817,556,83,42,29,216,684,42,50
3699,6,4,1,155,5,5,17897,866,595,82,45,29,223,736,45,40
3700,6,0,1,99,5,5,14414,687,592,82,34,34,236,461,34,44
3701,6,1,1,89,5,5,14452,616,536,83,31,35,222,389,29,61
3702,6,2,1,95,6,6,14477,656,561,82,36,38,236,471,35,67
3703,6,3,1,99,6,6,14505,682,581,81,32,32,208,615,45,56
3704,6,4,1,101,5,5,14668,689,586,80,39,39,250,664,48,49
3705,6,0,1,166,4,4,18387,903,671,84,46,28,241,789,46,39
3706,6,1,1,197,6,6,18455,1068,735,85,50,25,251,792,46,52
3707,6,2,1,191,5,5,18562,1029,730,86,43,22,207,679,39,56
3708,6,3,1,190,5,5,18565,1023,790,85,48,25,224,662,38,52
3709,6,4,1,207,5,5,18503,1119,852,85,56,27,237,644,37,41
3710,6,0,1,147,6,6,16966,866,741,78,63,43,337,1015,64,54
3711,6,1,1,129,4,4,17342,744,622,80,48,37,259,992,61,56
3712,6,2,1,151,5,5,17667,855,707,78,57,38,292,930,56,54
3713,6,3,1,143,5,5,17843,801,644,80,56,39,277,850,51,48
3714,6,4,1,143,6,6,18100,790,648,78,55,38,283,935,56,34
3715,6,0,1,340,6,6,44710,760,865,76,161,47,403,3139,74,47
3716,6,1,1,322,5,5,45455,708,813,75,155,48,384,2968,68,54
3717,6,2,1,338,4,4,46071,734,827,74,171,51,410,3285,75,53
3718,6,3,1,323,4,4,46752,691,771,76,150,46,344,2588,58,42
3719,6,4,1,353,5,5,47399,745,826,76,167,47,376,3451,76,43
3720,6,0,1,264,4,4,34394,768,758,77,116,44,369,1727,53,57
3721,6,1,1,262,4,4,35081,747,719,81,99,38,310,1615,49,52
3722,6,2,1,256,5,5,35532,720,710,76,111,43,332,1619,48,52
3723,6,3,1,254,5,5,36090,704,678,76,114,45,336,1740,51,37
3724,6,4,1,234,6,6,36720,637,616,80,81,35,241,1260,36,44
3725,6,0,1,462,5,5,68797,672,746,76,209,45,310,3502,54,54
3726,6,1,1,419,4,4,69614,602,665,77,179,43,261,3062,46,51
3727,6,2,1,475,4,4,70162,677,714,76,222,47,316,3880,58,53
3728,6,3,1,515,4,4,70771,728,753,77,226,44,319,3834,57,49
3729,6,4,1,480,5,5,71287,673,676,77,217,45,300,3999,59,49
3730,6,0,1,315,4,4,46608,676,589,79,114,36,218,1972,45,45
3731,6,1,1,307,4,4,46617,659,550,80,113,37,210,1822,42,52
3732,6,2,1,303,4,4,46700,649,528,80,106,35,196,1589,37,58
3733,6,3,1,309,4,4,46888,659,516,81,109,35,196,1606,37,42
3734,6,4,1,314,5,5,47119,666,508,80,103,33,188,1565,36,50
3735,6,0,1,149,5,5,16640,895,540,82,51,34,235,747,49,47
3736,6,1,1,152,5,5,16708,910,536,82,49,32,222,649,43,39
3737,6,2,1,167,6,6,16765,996,567,82,51,30,219,645,43,41
3738,6,3,1,166,6,6,16882,983,538,83,53,32,220,587,38,32
3739,6,4,1,178,4,4,17081,1042,562,84,57,32,246,764,50,37
3740,6,0,1,331,5,5,44062,751,601,81,119,36,249,1798,44,53
3741,6,1,1,337,4,4,44517,757,594,81,122,36,246,1865,45,49
3742,6,2,1,357,5,5,44809,797,625,81,135,38,274,2037,49,53
3743,6,3,1,356,4,4,45206,788,620,81,128,36,260,2078,49,39
3744,6,4,1,355,5,5,45797,775,597,82,120,34,231,1828,43,50
3745,6,0,1,244,6,6,31473,775,572,82,76,31,217,1366,47,53
3746,6,1,1,199,5,5,31565,630,436,83,57,29,153,760,26,49
3747,6,2,1,233,6,6,31655,736,510,83,69,30,193,1159,40,54
3748,6,3,1,235,6,6,31870,737,512,81,69,29,184,980,34,39
3749,6,4,1,241,5,5,32081,751,495,84,65,27,178,968,33,42
3750,6,0,1,556,6,6,83615,665,603,78,215,39,227,3574,45,51
3751,6,1,1,626,5,5,84025,745,665,78,267,43,279,4120,52,52
3752,6,2,1,644,5,5,84541,762,665,77,279,43,290,4489,57,47
3753,6,3,1,622,5,5,84982,732,625,79,251,40,254,4012,50,53
3754,6,4,1,634,5,5,85702,740,619,79,255,40,252,3929,49,48
3755,6,0,1,496,5,5,54587,909,668,81,163,33,273,2469,49,44
3756,6,1,1,521,5,5,55023,947,685,82,167,32,277,2759,54,53
3757,6,2,1,508,5,5,55483,916,659,81,175,34,280,2672,52,44
3758,6,3,1,486,6,6,56095,866,625,81,173,36,270,2655,51,42
3759,6,4,1,519,4,4,56908,912,657,81,180,35,278,2930,56,44
3760,6,0,1,304,5,5,29393,1034,858,78,137,45,409,2142,78,42
3761,6,1,1,279,5,5,29267,953,809,77,124,44,378,2023,74,56
3762,6,2,1,300,5,5,29175,1028,840,76,141,47,408,2045,75,49
3763,6,3,1,294,6,6,29266,1005,814,76,137,47,399,2091,76,46
3764,6,4,1,295,4,4,29527,999,807,76,139,47,394,1843,67,43
3765,6,0,1,250,4,4,30606,817,587,84,63,25,211,1161,41,54
3766,6,1,1,230,5,5,30788,747,538,84,66,29,219,1220,43,52
3767,6,2,1,270,5,5,30929,873,638,82,88,33,285,1617,57,53
3768,6,3,1,289,6,6,31195,926,659,83,81,28,255,1422,50,40
3769,6,4,1,274,6,6,31497,870,627,83,84,31,262,1471,51,51
3770,6,0,1,160,5,5,17916,893,758,82,47,29,208,669,40,40
3771,6,1,1,134,6,6,18140,739,622,78,51,38,220,618,36,53
3772,6,2,1,142,5,5,18277,777,654,81,54,38,246,933,55,54
3773,6,3,1,127,5,5,18503,686,558,79,48,38,211,732,42,50
3774,6,4,1,128,6,6,18661,686,549,79,47,37,207,783,45,47
3775,6,0,1,135,5,5,11580,1166,798,79,49,36,307,691,65,55
3776,6,1,1,124,5,5,11600,1069,722,78,55,44,336,774,73,51
3777,6,2,1,118,4,4,11646,1013,679,77,50,42,301,637,60,48
3778,6,3,1,122,5,5,11606,1051,663,80,48,39,266,599,57,46
3779,6,4,1,140,5,5,11663,1200,721,78,58,41,291,550,52,45
3780,6,0,1,166,5,5,13828,1200,865,78,64,39,376,1022,81,62
3781,6,1,1,167,6,6,13807,1210,842,78,69,41,380,1013,80,52
3782,6,2,1,172,4,4,13763,1250,827,78,69,40,362,982,78,58
3783,6,3,1,149,5,5,13690,1088,686,77,59,40,277,699,56,48
3784,6,4,1,148,4,4,13713,1079,730,77,65,44,379,1005,81,42
3785,6,0,1,161,5,5,12905,1248,680,79,58,36,283,715,62,41
3786,6,1,1,181,4,4,13029,1389,742,78,75,41,346,837,72,60
3787,6,2,1,184,5,5,13136,1401,760,76,82,45,400,1152,99,55
3788,6,3,1,163,6,6,13285,1227,644,78,71,44,336,889,76,49
3789,6,4,1,168,6,6,13330,1260,659,80,54,32,277,700,60,57
3790,6,0,1,280,4,4,29639,945,770,76,131,47,376,2023,73,47
3791,6,1,1,257,6,6,29434,873,716,78,116,45,329,1876,68,50
3792,6,2,1,290,4,4,29278,990,799,77,122,42,345,1907,70,53
3793,6,3,1,266,5,5,29088,914,738,78,110,41,324,1857,69,47
3794,6,4,1,265,5,5,29035,913,709,76,126,48,358,2048,76,44
3795,6,0,1,114,6,6,14898,764,831,72,64,56,402,1265,89,44
3796,6,1,1,103,5,5,14427,714,777,69,68,66,424,1121,81,44
3797,6,2,1,112,5,5,14245,786,856,67,66,59,440,1513,111,50
3798,6,3,1,119,4,4,14164,840,843,74,64,54,393,1066,79,55
3799,6,4,1,117,5,5,13944,839,839,70,67,57,445,1398,106,51
3800,6,0,1,259,5,5,24735,1047,567,81,87,34,248,1314,60,53
3801,6,1,1,282,5,5,25059,1125,584,82,98,35,267,1307,60,50
3802,6,2,1,290,5,5,25284,1147,579,81,103,36,272,1328,60,56
3803,6,3,1,301,4,4,25501,1180,576,80,102,34,261,1341,61,48
3804,6,4,1,299,6,6,25867,1156,549,83,99,33,245,1105,50,56
3805,6,0,1,282,5,5,33615,839,688,77,127,45,332,2084,66,61
3806,6,1,1,299,6,6,33766,886,705,79,125,42,326,2178,69,55
3807,6,2,1,295,5,5,33746,874,674,78,119,40,295,1746,56,48
3808,6,3,1,305,5,5,33816,902,677,80,114,37,277,1846,59,58
3809,6,4,1,288,5,5,33881,850,637,77,130,45,318,2098,67,51
3810,6,0,1,340,4,4,35970,945,699,76,161,47,356,2552,77,55
3811,6,1,1,361,4,4,36176,998,698,77,157,44,314,1974,59,59
3812,6,2,1,374,4,4,36420,1027,726,77,161,43,341,2336,70,60
3813,6,3,1,355,5,5,36720,967,669,77,157,44,326,2423,72,45
3814,6,4,1,372,6,6,36889,1008,667,78,161,43,318,2085,62,42
3815,6,0,1,172,5,5,24966,689,603,79,69,40,242,1115,48,49
3816,6,1,1,182,4,4,25527,713,604,80,62,34,211,998,42,55
3817,6,2,1,189,4,4,26045,726,601,78,77,41,253,1283,53,52
3818,6,3,1,204,4,4,26456,771,629,80,75,37,242,1325,54,60
3819,6,4,1,170,6,6,27106,627,505,82,59,35,181,872,35,42
3820,6,0,1,313,4,4,51295,610,615,74,151,48,277,2946,61,53
3821,6,1,1,377,5,5,51022,739,723,76,172,46,319,3451,72,56
3822,6,2,1,384,5,5,51125,751,707,77,164,43,287,2672,55,53
3823,6,3,1,362,4,4,51297,706,651,77,169,47,299,3000,62,62
3824,6,4,1,381,4,4,51347,742,660,75,183,48,316,3155,65,57
3825,6,0,1,111,5,5,11402,974,796,76,54,49,366,906,85,48
3826,6,1,1,97,6,6,11374,853,667,77,40,41,238,577,55,50
3827,6,2,1,86,5,5,11338,758,567,76,38,44,234,548,52,66
3828,6,3,1,102,4,4,11359,898,668,76,43,42,300,665,64,56
3829,6,4,1,116,5,5,11369,1020,708,77,52,45,334,883,85,52
3830,6,0,1,442,6,6,48233,916,666,78,173,39,293,2839,64,53
3831,6,1,1,468,5,5,48888,957,663,79,180,38,300,2808,63,48
3832,6,2,1,511,5,5,49319,1036,711,78,206,40,348,3406,76,52
3833,6,3,1,493,6,6,49879,988,652,80,182,37,295,2734,61,50
3834,6,4,1,495,6,6,50609,978,637,79,178,36,290,2799,62,56
3835,6,0,1,239,4,4,35112,681,586,83,70,29,192,1073,33,56
3836,6,1,1,223,4,4,34912,639,522,81,66,30,181,1358,42,50
3837,6,2,1,215,5,5,35023,614,488,83,60,28,163,1063,33,58
3838,6,3,1,203,5,5,35018,580,450,80,71,35,182,1154,36,44
3839,6,4,1,183,5,5,35114,521,381,83,55,30,140,876,27,44
3840,6,0,1,332,5,5,53739,618,730,80,126,38,249,1981,38,50
3841,6,1,1,330,5,5,54010,611,684,80,125,38,241,2051,40,47
3842,6,2,1,328,5,5,54074,607,657,77,145,44,275,2584,50,57
3843,6,3,1,319,4,4,54150,589,626,80,122,38,223,2081,40,54
3844,6,4,1,328,5,5,55132,595,626,79,128,39,227,1994,38,52
3845,6,0,1,333,5,5,42088,791,759,79,124,37,289,2011,51,52
3846,6,1,1,329,4,4,41814,787,727,79,135,41,315,2359,60,50
3847,6,2,1,321,5,5,41594,772,706,79,125,39,281,2287,58,54
3848,6,3,1,309,6,6,41434,746,667,78,127,41,272,1855,48,49
3849,6,4,1,316,6,6,41572,760,671,80,123,39,272,1950,50,51
3850,6,0,1,124,5,5,22667,547,537,76,53,43,211,1061,49,58
3851,6,1,1,138,5,5,22625,610,585,75,68,49,259,959,45,57
3852,6,2,1,156,5,5,22467,694,631,74,79,51,300,1299,61,49
3853,6,3,1,128,6,6,22381,572,504,74,64,50,249,1121,53,55
3854,6,4,1,141,5,5,22294,632,537,79,56,40,211,945,45,45
3855,6,0,1,309,5,5,64024,483,687,75,157,51,276,3263,53,51
3856,6,1,1,282,4,4,66244,426,622,76,134,48,232,2303,36,59
3857,6,2,1,308,4,4,67760,454,658,76,148,48,248,2799,43,50
3858,6,3,1,294,5,5,69538,423,570,73,157,53,254,2772,41,53
3859,6,4,1,344,5,5,71461,481,639,74,174,51,266,3069,45,56
3860,6,0,1,380,5,5,81249,468,509,78,157,41,180,2539,33,57
3861,6,1,1,396,5,5,80428,492,569,79,154,39,178,2609,34,64
3862,6,2,1,375,5,5,79907,469,503,77,174,46,196,3081,40,53
3863,6,3,1,368,6,6,79678,462,474,77,159,43,174,2596,34,46
3864,6,4,1,377,4,4,79531,474,456,75,185,49,200,3050,40,49
3865,6,0,1,640,5,5,99270,645,607,79,240,38,250,4117,44,52
3866,6,1,1,620,5,5,99209,625,561,80,228,37,234,4293,46,48
3867,6,2,1,615,6,6,99008,621,544,79,236,38,238,3945,43,52
3868,6,3,1,625,4,4,98907,632,536,79,252,40,250,4592,50,60
3869,6,4,1,687,6,6,99028,694,566,81,234,34,229,4148,45,53
3870,6,0,1,406,5,5,93569,434,635,77,192,47,244,3935,44,52
3871,6,1,1,412,5,5,96704,426,620,78,176,43,215,3821,41,51
3872,6,2,1,419,4,4,98826,424,595,77,179,43,210,3317,35,58
3873,6,3,1,402,4,4,100733,399,550,78,167,42,188,3010,31,51
3874,6,4,1,461,5,5,102850,448,599,78,207,45,226,3767,38,50
3875,6,0,1,214,5,5,39517,542,692,73,117,55,322,2390,63,53
3876,6,1,1,213,6,6,41036,519,668,74,108,51,284,2147,54,67
3877,6,2,1,212,4,4,42291,501,626,73,114,54,288,2473,61,56
3878,6,3,1,225,4,4,43763,514,636,73,124,55,311,2665,63,53
3879,6,4,1,241,5,5,45334,532,646,73,126,52,302,2486,57,58
3880,6,0,1,224,6,6,37769,593,692,76,106,47,322,1829,51,58
3881,6,1,1,221,5,5,37901,583,662,77,93,42,274,1548,43,52
3882,6,2,1,227,5,5,37846,600,665,79,89,39,257,1703,47,54
3883,6,3,1,230,5,5,37737,610,649,76,109,47,299,2073,58,50
3884,6,4,1,203,4,4,38269,530,550,76,96,47,261,1748,48,58
3885,6,0,1,313,6,6,49048,638,693,82,102,33,223,1499,32,59
3886,6,1,1,302,4,4,48926,617,640,82,98,32,213,1548,33,50
3887,6,2,1,283,4,4,48580,582,593,78,116,41,243,2222,48,59
3888,6,3,1,264,5,5,48271,547,549,80,91,34,192,1292,28,50
3889,6,4,1,292,5,5,48200,606,595,81,99,34,210,1795,39,46
3890,6,0,1,296,5,5,62213,476,603,74,150,51,266,3024,51,55
3891,6,1,1,340,4,4,62366,545,678,73,183,54,319,3400,57,58
3892,6,2,1,309,5,5,62563,494,592,74,167,54,288,2927,49,54
3893,6,3,1,330,5,5,62610,527,616,75,160,48,266,3092,52,52
3894,6,4,1,327,5,5,63025,519,576,74,164,50,268,2879,48,54
3895,6,0,1,168,4,4,29578,568,573,76,77,46,242,1485,53,62
3896,6,1,1,171,5,5,29496,580,574,80,56,33,178,1068,38,55
3897,6,2,1,187,4,4,29498,634,566,77,77,41,232,1215,44,49
3898,6,3,1,168,4,4,29347,572,499,77,71,42,222,1269,46,55
3899,6,4,1,176,5,5,29299,601,508,75,86,49,274,1730,64,56
3900,6,0,1,48,4,4,13072,367,590,77,22,46,178,406,32,41
3901,6,1,1,48,5,5,14095,340,551,74,26,54,204,480,35,62
3902,6,2,1,41,5,5,15036,273,418,74,21,51,159,351,24,43
3903,6,3,1,53,4,4,15770,336,478,71,31,58,223,626,41,39
3904,6,4,1,46,6,6,16618,277,402,72,26,56,179,511,32,54
3905,6,0,1,148,4,4,21851,677,672,81,48,32,217,922,44,50
3906,6,1,1,150,5,5,21696,691,649,79,58,39,256,973,47,55
3907,6,2,1,148,6,6,21533,687,646,82,41,28,184,765,38,56
3908,6,3,1,149,5,5,21410,696,629,81,49,33,202,689,34,45
3909,6,4,1,173,5,5,21570,802,746,82,47,27,198,733,36,40
3910,6,0,1,253,5,5,51835,488,637,76,112,44,235,1953,39,50
3911,6,1,1,278,5,5,52457,530,677,76,128,46,269,2277,45,48
3912,6,2,1,243,5,5,53272,456,557,77,107,44,219,1936,38,50
3913,6,3,1,286,5,5,54186,528,620,76,129,45,248,2314,45,52
3914,6,4,1,275,4,4,55361,497,562,77,123,45,229,2090,40,56
3915,6,0,1,157,5,5,18734,838,715,80,64,41,311,1147,66,47
3916,6,1,1,132,4,4,18666,707,571,76,60,46,282,993,57,50
3917,6,2,1,145,6,6,18836,770,599,80,52,36,220,725,41,54
3918,6,3,1,167,5,5,18883,884,699,81,59,35,261,991,56,56
3919,6,4,1,146,5,5,19047,766,592,79,55,38,228,868,49,54
3920,6,0,1,96,5,5,19696,487,677,66,62,65,375,1299,68,61
3921,6,1,1,131,6,6,20694,633,991,70,71,54,416,1364,68,51
3922,6,2,1,94,5,5,21661,434,670,76,45,48,262,747,36,56
3923,6,3,1,99,4,4,22542,439,630,74,52,52,285,1020,47,60
3924,6,4,1,80,5,5,23291,344,467,72,49,61,260,765,34,61
3925,6,0,1,330,5,5,51906,636,497,80,123,37,210,1834,38,53
3926,6,1,1,293,6,6,51150,573,420,84,81,28,142,1200,25,48
3927,6,2,1,343,4,4,50803,675,503,82,87,25,156,1548,33,49
3928,6,3,1,310,5,5,50731,611,428,82,99,32,166,1500,32,43
3929,6,4,1,346,5,5,50808,681,469,82,104,30,170,1471,31,45
3930,6,0,1,383,5,5,62868,609,708,75,189,49,325,3552,59,57
3931,6,1,1,371,4,4,64295,577,669,76,171,46,285,3657,60,58
3932,6,2,1,368,5,5,65314,563,639,76,175,48,284,3406,55,49
3933,6,3,1,346,5,5,66287,522,575,77,149,43,234,3073,49,54
3934,6,4,1,421,5,5,67629,622,668,78,174,41,264,3186,50,49
3935,6,0,1,250,6,6,29885,836,671,78,97,39,283,1646,59,58
3936,6,1,1,282,5,5,29911,943,713,79,109,39,301,1778,64,59
3937,6,2,1,270,5,5,30143,896,668,78,104,38,287,1769,64,49
3938,6,3,1,248,4,4,30305,818,609,78,104,42,289,1880,67,57
3939,6,4,1,259,5,5,30433,851,613,79,108,42,288,1923,69,48
3940,6,0,1,240,6,6,29430,816,706,75,116,48,312,1965,71,50
3941,6,1,1,280,6,6,29115,962,819,75,137,49,368,2225,82,55
3942,6,2,1,228,4,4,29022,786,662,76,102,45,273,1622,60,60
3943,6,3,1,233,6,6,28886,807,643,74,123,53,343,2232,83,65
3944,6,4,1,277,5,5,28863,960,729,76,128,46,343,2114,80,56
3945,6,0,1,88,4,4,10722,821,695,77,41,47,338,941,94,66
3946,6,1,1,84,5,5,10470,802,671,79,35,42,262,508,52,54
3947,6,2,1,91,5,5,10407,874,662,77,40,44,270,560,58,50
3948,6,3,1,93,5,5,10223,910,729,76,43,46,347,760,80,54
3949,6,4,1,84,5,5,10070,834,623,75,39,46,308,619,67,56
3950,6,0,1,103,6,6,18561,555,831,55,88,85,559,2246,123,61
3951,6,1,1,139,4,4,17919,776,1703,63,102,73,681,2275,129,62
3952,6,2,1,111,5,5,17618,630,1220,63,87,78,560,1937,112,59
3953,6,3,1,115,4,4,17524,656,1185,64,86,75,540,2080,121,56
3954,6,4,1,92,6,6,17449,527,748,61,78,85,495,1548,90,58
3965,6,0,1,90,5,5,8397,1072,1069,78,39,43,424,686,86,51
3966,6,1,1,57,5,5,8164,698,674,74,29,51,315,675,88,55
3967,6,2,1,44,6,6,8054,546,472,74,23,52,240,329,44,65
3968,6,3,1,53,5,5,7990,663,552,77,25,47,255,331,44,44
3969,6,4,1,64,6,6,7907,809,660,78,25,39,260,375,51,48
3973,6,3,1,40,5,5,4914,814,908,72,23,58,395,414,88,65
3974,6,4,1,32,6,6,4832,662,619,70,21,66,343,295,64,62
3975,6,0,1,97,5,5,22254,436,704,66,65,67,331,1343,62,66
3976,6,1,1,128,4,4,21145,605,1145,64,89,70,477,1868,90,74
3977,6,2,1,114,5,5,20960,544,992,67,80,70,445,1867,91,65
3978,6,3,1,115,6,6,20580,559,806,63,90,78,443,1757,87,60
3979,6,4,1,135,5,5,20198,668,1142,67,90,67,454,1770,90,58
3980,6,0,1,212,5,5,28360,748,715,76,95,45,310,1951,73,55
3981,6,1,1,226,5,5,27822,812,755,75,108,48,346,2126,81,51
3982,6,2,1,244,5,5,27365,892,799,76,115,47,359,1902,74,57
3983,6,3,1,264,4,4,26926,980,848,74,135,51,421,2015,80,52
3984,6,4,1,223,5,5,26535,840,709,75,106,48,328,1505,61,61
3985,6,0,1,66,6,6,8491,777,1034,73,38,58,445,646,79,58
3986,6,1,1,71,6,6,8635,822,1271,75,33,46,345,494,59,52
3987,6,2,1,64,4,4,8815,726,999,73,36,56,393,535,63,50
3988,6,3,1,57,4,4,8982,635,832,73,33,58,346,527,61,48
3989,6,4,1,65,5,5,9158,710,884,74,33,51,336,567,65,61
3990,6,0,1,235,5,5,26098,900,696,81,90,38,299,1348,56,51
3991,6,1,1,260,5,5,26419,984,734,79,96,37,307,1332,55,52
3992,6,2,1,229,6,6,26748,856,639,78,89,39,284,1454,59,51
3993,6,3,1,235,6,6,27224,863,622,81,84,36,257,1219,49,51
3994,6,4,1,260,5,5,27616,942,676,79,101,39,298,1575,62,50
3995,6,0,1,229,6,6,26330,870,697,80,76,33,262,1136,46,59
3996,6,1,1,251,5,5,26654,942,778,77,111,44,382,1636,66,52
3997,6,2,1,285,4,4,26973,1057,848,76,127,45,421,1856,74,54
3998,6,3,1,247,5,5,27166,909,725,79,99,40,320,1488,59,54
3999,6,4,1,285,5,5,27314,1043,834,78,115,40,374,1810,71,58
4000,6,0,1,110,5,5,16283,676,581,79,43,39,217,415,27,46
4001,6,1,1,116,4,4,16487,704,606,78,43,37,224,636,41,49
4002,6,2,1,104,6,6,16679,624,517,78,42,40,209,621,40,52
4003,6,3,1,114,6,6,16897,675,553,79,42,37,204,642,41,60
4004,6,4,1,142,4,4,17223,824,685,78,54,38,275,986,62,39
4005,6,0,1,209,6,6,25856,808,709,79,80,38,284,1378,57,56
4006,6,1,1,183,5,5,26087,702,584,82,67,37,247,1459,60,57
4007,6,2,1,192,5,5,26533,724,584,82,58,30,195,819,33,43
4008,6,3,1,179,6,6,27030,662,532,83,53,30,171,711,28,58
4009,6,4,1,209,5,5,27495,760,640,81,64,31,218,942,37,55
4010,6,0,1,59,5,5,8009,737,627,75,27,46,242,303,40,48
4011,6,1,1,63,5,5,8183,770,669,75,31,49,315,548,71,55
4012,6,2,1,81,5,5,8333,972,820,74,41,51,407,651,83,51
4013,6,3,1,64,6,6,8476,755,611,76,29,45,257,455,58,52
