,Areas,Area Code,Regions,Year Code,year,Gender Code,Gender,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PotentialAvoidableFatalities,PAFpercent
2125,Statistical Area Level 4 (SA4),7,Sydney - Northern Beaches,0,2015,2,Persons,1760.0,5.139,5.139476471974465,262593.0,670.2,460.3,86.0,389.0,22.1,137.7,6293.0,25.9,183,47.0
2126,Statistical Area Level 4 (SA4),7,Sydney - Northern Beaches,1,2016,2,Persons,1851.0,5.814,5.814061134850263,265468.0,697.3,472.0,85.0,441.0,23.8,152.1,6570.0,26.8,202,45.8
2127,Statistical Area Level 4 (SA4),7,Sydney - Northern Beaches,2,2017,2,Persons,1684.0,4.194,4.193833621714291,268870.0,626.3,426.7,85.0,377.0,22.4,127.0,5694.0,22.9,168,44.6
2128,Statistical Area Level 4 (SA4),7,Sydney - Northern Beaches,3,2018,2,Persons,1680.0,4.848,4.848192630308958,271027.0,619.9,417.9,85.0,422.0,25.1,139.8,6272.0,25.1,190,45.0
2129,Statistical Area Level 4 (SA4),7,Sydney - Northern Beaches,4,2019,2,Persons,1799.0,5.419,5.418735776007167,273499.0,657.8,439.5,86.0,431.0,24.0,142.5,6398.0,25.4,192,44.5
2130,Statistical Area Level 4 (SA4),7,Sydney - Outer South West,0,2015,2,Persons,1337.0,4.59,4.589607133989287,262817.0,508.7,599.3,78.0,572.0,42.8,227.8,10141.0,40.2,292,51.0
2131,Statistical Area Level 4 (SA4),7,Sydney - Outer South West,1,2016,2,Persons,1404.0,5.34,5.340403906974531,269434.0,521.1,601.0,77.5,617.0,43.9,234.1,10055.0,39.0,328,53.2
2132,Statistical Area Level 4 (SA4),7,Sydney - Outer South West,2,2017,2,Persons,1416.0,4.101,4.100861314109796,276174.0,512.7,589.2,79.0,565.0,39.9,207.4,9060.0,34.3,292,51.7
2133,Statistical Area Level 4 (SA4),7,Sydney - Outer South West,3,2018,2,Persons,1443.0,4.356,4.356352725657324,283088.0,509.7,571.7,77.0,624.0,43.2,221.9,10521.0,38.9,292,46.8
2134,Statistical Area Level 4 (SA4),7,Sydney - Outer South West,4,2019,2,Persons,1693.0,4.252,4.252168422547065,289282.0,585.2,652.6,79.0,687.0,40.6,236.0,11229.0,40.6,303,44.1
2135,Statistical Area Level 4 (SA4),7,Sydney - Outer West and Blue Mountains,0,2015,2,Persons,1912.0,5.595,5.594621406054392,311493.0,614.0,614.8,78.0,775.0,40.5,239.7,13670.0,46.2,368,47.5
2136,Statistical Area Level 4 (SA4),7,Sydney - Outer West and Blue Mountains,1,2016,2,Persons,1963.0,5.263,5.263089690570121,315265.0,622.7,619.4,80.0,745.0,38.0,222.5,12103.0,40.4,376,50.5
2137,Statistical Area Level 4 (SA4),7,Sydney - Outer West and Blue Mountains,2,2017,2,Persons,1945.0,4.176,4.175673332034149,319258.0,609.2,605.5,80.0,728.0,37.4,213.3,11594.0,38.3,373,51.2
2138,Statistical Area Level 4 (SA4),7,Sydney - Outer West and Blue Mountains,3,2018,2,Persons,1981.0,4.35,4.34994101743926,323430.0,612.5,596.9,79.0,789.0,39.8,226.2,12099.0,39.5,358,45.4
2139,Statistical Area Level 4 (SA4),7,Sydney - Outer West and Blue Mountains,4,2019,2,Persons,1957.0,5.815,5.814624363532024,327457.0,597.6,568.9,78.0,804.0,41.1,223.6,12350.0,39.9,388,48.3
2140,Statistical Area Level 4 (SA4),7,Sydney - Parramatta,0,2015,2,Persons,2563.0,5.487,5.487415032858399,455337.0,562.9,560.8,82.0,847.0,33.0,207.6,15218.0,35.3,412,48.6
2141,Statistical Area Level 4 (SA4),7,Sydney - Parramatta,1,2016,2,Persons,2463.0,4.993,4.992969474965914,466477.0,528.0,533.7,82.0,819.0,33.3,197.5,14544.0,32.9,430,52.5
2142,Statistical Area Level 4 (SA4),7,Sydney - Parramatta,2,2017,2,Persons,2203.0,4.468,4.467707417046693,481486.0,457.5,465.5,81.0,736.0,33.4,172.4,12575.0,27.5,366,49.7
2143,Statistical Area Level 4 (SA4),7,Sydney - Parramatta,3,2018,2,Persons,2360.0,5.507,5.5067304280140315,492857.0,478.8,482.2,80.0,871.0,36.9,196.9,15352.0,32.9,398,45.7
2144,Statistical Area Level 4 (SA4),7,Sydney - Parramatta,4,2019,2,Persons,2463.0,4.208,4.207522243283311,503305.0,489.4,484.3,81.0,885.0,35.9,195.2,16216.0,34.0,422,47.7
2145,Statistical Area Level 4 (SA4),7,Sydney - Ryde,0,2015,2,Persons,1139.0,4.558,4.558489738806761,185593.0,613.7,437.0,85.0,269.0,23.6,145.5,3966.0,23.0,125,46.5
2146,Statistical Area Level 4 (SA4),7,Sydney - Ryde,1,2016,2,Persons,1127.0,5.724,5.723844454498552,189648.0,594.3,416.6,86.0,232.0,20.6,123.1,3287.0,18.7,103,44.4
2147,Statistical Area Level 4 (SA4),7,Sydney - Ryde,2,2017,2,Persons,1115.0,4.689,4.689477693833902,194527.0,573.2,407.1,86.0,249.0,22.3,128.1,4156.0,23.0,129,51.8
2148,Statistical Area Level 4 (SA4),7,Sydney - Ryde,3,2018,2,Persons,1120.0,4.875,4.875090512338314,199260.0,562.1,406.1,85.0,275.0,24.6,138.0,4041.0,21.8,134,48.7
2149,Statistical Area Level 4 (SA4),7,Sydney - Ryde,4,2019,2,Persons,1121.0,4.996,4.9956889404378195,204909.0,547.1,393.1,86.0,261.0,23.3,128.1,4399.0,23.1,123,47.1
2150,Statistical Area Level 4 (SA4),7,Sydney - South West,0,2015,2,Persons,2030.0,4.99,4.990062625294418,408802.0,496.5,542.1,77.0,829.0,40.9,216.1,14785.0,38.0,415,50.1
2151,Statistical Area Level 4 (SA4),7,Sydney - South West,1,2016,2,Persons,1924.0,5.109,5.108844605604758,420470.0,457.6,498.6,79.0,745.0,38.7,187.0,13144.0,32.8,360,48.3
2152,Statistical Area Level 4 (SA4),7,Sydney - South West,2,2017,2,Persons,2006.0,4.117,4.117087779468971,433039.0,463.2,495.3,79.0,753.0,37.5,182.5,13533.0,32.9,353,46.9
2153,Statistical Area Level 4 (SA4),7,Sydney - South West,3,2018,2,Persons,2069.0,5.962,5.961611670270756,444017.0,466.0,486.2,79.0,818.0,39.5,192.0,14211.0,33.7,387,47.3
2154,Statistical Area Level 4 (SA4),7,Sydney - South West,4,2019,2,Persons,2212.0,5.866,5.8656346814808025,454801.0,486.4,494.7,79.5,859.0,38.8,193.5,14869.0,34.5,423,49.2
2155,Statistical Area Level 4 (SA4),7,Sydney - Sutherland,0,2015,2,Persons,1541.0,5.741,5.741458597287519,224618.0,686.1,477.9,84.0,367.0,23.8,148.1,5423.0,26.1,164,44.7
2156,Statistical Area Level 4 (SA4),7,Sydney - Sutherland,1,2016,2,Persons,1486.0,4.341,4.341465761841847,225851.0,658.0,448.9,85.0,375.0,25.2,148.2,5804.0,27.8,184,49.1
2157,Statistical Area Level 4 (SA4),7,Sydney - Sutherland,2,2017,2,Persons,1557.0,4.519,4.518741025549806,227146.0,685.5,465.3,85.0,410.0,26.3,160.9,6368.0,30.4,202,49.3
2158,Statistical Area Level 4 (SA4),7,Sydney - Sutherland,3,2018,2,Persons,1551.0,5.004,5.004463811331242,228519.0,678.7,453.6,85.0,396.0,25.5,151.7,5875.0,27.9,174,43.9
2159,Statistical Area Level 4 (SA4),7,Sydney - Sutherland,4,2019,2,Persons,1597.0,5.306,5.306388050853132,230182.0,693.8,460.4,85.0,421.0,26.4,160.5,6104.0,28.8,177,42.0
2160,Statistical Area Level 4 (SA4),7,Ballarat,0,2015,2,Persons,1365.0,4.306,4.305642040917121,157237.0,868.1,624.8,81.0,450.0,33.0,240.3,7062.0,48.6,227,50.4
2161,Statistical Area Level 4 (SA4),7,Ballarat,1,2016,2,Persons,1381.0,5.629,5.6292486926063106,159994.0,863.2,621.0,81.0,469.0,34.0,242.3,6970.0,47.2,234,49.9
2162,Statistical Area Level 4 (SA4),7,Ballarat,2,2017,2,Persons,1269.0,5.615,5.614674028266464,162339.0,781.7,560.0,81.0,440.0,34.7,227.3,7144.0,47.7,248,53.7
2163,Statistical Area Level 4 (SA4),7,Ballarat,3,2018,2,Persons,1310.0,4.713,4.713188830751777,164783.0,795.0,557.1,80.5,451.0,34.4,219.2,6405.0,42.2,237,50.2
2164,Statistical Area Level 4 (SA4),7,Ballarat,4,2019,2,Persons,1483.0,5.719,5.7193182287410655,167552.0,885.1,614.7,81.0,509.0,34.3,247.4,7554.0,49.1,237,50.9
2165,Statistical Area Level 4 (SA4),7,Bendigo,0,2015,2,Persons,1362.0,5.928,5.92847172623501,152591.0,892.6,605.2,83.0,387.0,28.4,214.2,6060.0,43.2,184,47.5
2166,Statistical Area Level 4 (SA4),7,Bendigo,1,2016,2,Persons,1384.0,5.33,5.329721008083835,155536.0,889.8,614.5,81.0,452.0,32.7,245.4,6738.0,47.1,226,50.0
2167,Statistical Area Level 4 (SA4),7,Bendigo,2,2017,2,Persons,1381.0,5.729,5.728723490173674,157806.0,875.1,595.3,82.0,432.0,31.3,226.6,6430.0,44.3,226,50.2
2168,Statistical Area Level 4 (SA4),7,Bendigo,3,2018,2,Persons,1291.0,5.087,5.087026841588307,160334.0,805.2,547.9,82.0,423.0,32.8,216.7,6299.0,42.8,216,49.9
2169,Statistical Area Level 4 (SA4),7,Bendigo,4,2019,2,Persons,1404.0,5.559,5.558973624816979,162918.0,861.8,586.8,81.0,464.0,33.0,234.7,7308.0,48.9,206,47.2
2170,Statistical Area Level 4 (SA4),7,Geelong,0,2015,2,Persons,2242.0,4.621,4.620661171663672,278436.0,805.2,560.2,83.0,689.0,30.7,216.9,10489.0,40.9,354,51.4
2171,Statistical Area Level 4 (SA4),7,Geelong,1,2016,2,Persons,2277.0,4.437,4.436513098115377,286384.0,795.1,554.7,83.0,659.0,28.9,201.7,10289.0,39.0,310,47.0
2172,Statistical Area Level 4 (SA4),7,Geelong,2,2017,2,Persons,2198.0,4.297,4.297260821608014,293975.0,747.7,516.8,83.0,665.0,30.3,195.9,10522.0,38.8,362,50.8
2173,Statistical Area Level 4 (SA4),7,Geelong,3,2018,2,Persons,2108.0,4.084,4.083957452305356,301832.0,698.4,481.5,83.0,639.0,30.3,182.7,9931.0,35.7,334,49.2
2174,Statistical Area Level 4 (SA4),7,Geelong,4,2019,2,Persons,2502.0,4.305,4.3051582839828395,310128.0,806.8,566.0,82.0,821.0,32.8,231.8,13316.0,46.7,353,48.1
2175,Statistical Area Level 4 (SA4),7,Hume,0,2015,2,Persons,1494.0,4.646,4.645733168974257,169800.0,879.9,581.4,81.0,513.0,34.3,236.8,7209.0,46.3,261,50.9
2176,Statistical Area Level 4 (SA4),7,Hume,1,2016,2,Persons,1460.0,4.986,4.985569319210313,172575.0,846.0,552.7,82.0,457.0,31.3,209.3,6679.0,42.3,233,51.0
2177,Statistical Area Level 4 (SA4),7,Hume,2,2017,2,Persons,1490.0,5.108,5.108027790805005,174580.0,853.5,553.0,81.0,501.0,33.6,224.0,7601.0,47.7,262,50.3
2178,Statistical Area Level 4 (SA4),7,Hume,3,2018,2,Persons,1538.0,5.358,5.357668754409092,176669.0,870.6,554.9,82.0,495.0,32.2,216.6,7482.0,46.5,268,51.9
2179,Statistical Area Level 4 (SA4),7,Hume,4,2019,2,Persons,1657.0,5.649,5.649118158782135,178686.0,927.3,590.9,81.0,569.0,34.3,247.8,8378.0,51.5,265,50.2
2180,Statistical Area Level 4 (SA4),7,Latrobe - Gippsland,0,2015,2,Persons,2547.0,4.793,4.792923369775751,271644.0,937.6,607.6,81.0,850.0,33.4,242.0,12552.0,50.6,416,48.9
2181,Statistical Area Level 4 (SA4),7,Latrobe - Gippsland,1,2016,2,Persons,2556.0,5.851,5.851109996278728,275780.0,926.8,591.2,81.0,855.0,33.5,238.1,12592.0,50.2,421,49.2
2182,Statistical Area Level 4 (SA4),7,Latrobe - Gippsland,2,2017,2,Persons,2625.0,4.001,4.000628381553359,279310.0,939.8,587.8,81.0,876.0,33.4,234.5,12329.0,48.6,481,51.5
2183,Statistical Area Level 4 (SA4),7,Latrobe - Gippsland,3,2018,2,Persons,2549.0,4.975,4.975498992881136,283025.0,900.6,559.6,81.0,846.0,33.2,219.8,11524.0,44.9,465,53.1
2184,Statistical Area Level 4 (SA4),7,Latrobe - Gippsland,4,2019,2,Persons,2805.0,5.54,5.53998226945162,286952.0,977.5,615.7,80.0,1008.0,35.9,268.2,15144.0,58.2,457,49.7
2185,Statistical Area Level 4 (SA4),7,Melbourne - Inner,0,2015,2,Persons,2824.0,5.603,5.603355832440897,611882.0,461.5,494.0,82.0,882.0,31.2,173.0,16468.0,28.3,451,51.1
2186,Statistical Area Level 4 (SA4),7,Melbourne - Inner,1,2016,2,Persons,2736.0,4.862,4.861813029245392,633471.0,431.9,467.8,81.0,938.0,34.3,177.5,18595.0,30.8,488,52.0
2187,Statistical Area Level 4 (SA4),7,Melbourne - Inner,2,2017,2,Persons,2753.0,4.799,4.798768454950166,658882.0,417.8,451.5,83.0,903.0,32.8,164.8,15938.0,25.4,482,50.5
2188,Statistical Area Level 4 (SA4),7,Melbourne - Inner,3,2018,2,Persons,2575.0,5.999,5.99856376677285,682375.0,377.4,409.3,82.0,849.0,33.0,147.1,14835.0,22.8,494,54.9
2189,Statistical Area Level 4 (SA4),7,Melbourne - Inner,4,2019,2,Persons,3142.0,4.78,4.780198109163395,701634.0,447.8,477.8,82.0,1090.0,34.7,182.8,19891.0,29.8,517,52.3
2190,Statistical Area Level 4 (SA4),7,Melbourne - Inner East,0,2015,2,Persons,2577.0,4.667,4.667309718784603,373470.0,690.0,433.1,85.0,536.0,20.8,134.2,8347.0,24.5,236,44.0
2191,Statistical Area Level 4 (SA4),7,Melbourne - Inner East,1,2016,2,Persons,2611.0,5.041,5.041089276331951,379590.0,687.8,425.0,86.0,535.0,20.5,132.8,7834.0,22.6,239,44.7
2192,Statistical Area Level 4 (SA4),7,Melbourne - Inner East,2,2017,2,Persons,2524.0,4.993,4.992983716752057,386041.0,653.8,401.2,86.0,510.0,20.2,125.9,8305.0,23.6,234,43.1
2193,Statistical Area Level 4 (SA4),7,Melbourne - Inner East,3,2018,2,Persons,2291.0,5.141,5.140804477469731,391246.0,585.6,359.2,86.0,460.0,20.1,112.0,7295.0,20.4,232,47.5
2194,Statistical Area Level 4 (SA4),7,Melbourne - Inner East,4,2019,2,Persons,2679.0,4.774,4.774021913429982,397108.0,674.6,415.8,85.0,599.0,22.4,143.9,9530.0,26.3,262,48.7
2195,Statistical Area Level 4 (SA4),7,Melbourne - Inner South,0,2015,2,Persons,2949.0,5.43,5.430127385168605,418467.0,704.7,458.6,85.0,677.0,23.0,154.1,10266.0,26.6,332,49.0
2196,Statistical Area Level 4 (SA4),7,Melbourne - Inner South,1,2016,2,Persons,2870.0,5.407,5.406815842905337,425967.0,673.8,436.2,86.0,669.0,23.3,147.9,10296.0,26.2,303,45.3
2197,Statistical Area Level 4 (SA4),7,Melbourne - Inner South,2,2017,2,Persons,2998.0,4.633,4.632803007604886,432935.0,692.5,447.2,86.0,699.0,23.3,150.8,10464.0,26.2,355,48.1
2198,Statistical Area Level 4 (SA4),7,Melbourne - Inner South,3,2018,2,Persons,2823.0,4.12,4.120194443177271,439622.0,642.1,416.9,86.0,660.0,23.4,138.9,9907.0,24.4,341,49.4
2199,Statistical Area Level 4 (SA4),7,Melbourne - Inner South,4,2019,2,Persons,3075.0,5.849,5.849332479793434,445903.0,689.6,452.1,86.0,714.0,23.2,147.5,10970.0,26.7,312,48.4
2200,Statistical Area Level 4 (SA4),7,Melbourne - North East,0,2015,2,Persons,2883.0,5.194,5.1942085720115445,503812.0,572.2,516.7,82.0,930.0,32.3,187.0,15446.0,32.6,473,50.9
2201,Statistical Area Level 4 (SA4),7,Melbourne - North East,1,2016,2,Persons,2744.0,5.315,5.314653756479406,519100.0,528.6,476.8,82.0,863.0,31.5,167.5,14402.0,29.5,415,48.1
2202,Statistical Area Level 4 (SA4),7,Melbourne - North East,2,2017,2,Persons,2957.0,5.8,5.800023206538405,533165.0,554.6,494.6,82.0,916.0,31.0,172.0,15002.0,29.9,469,49.2
2203,Statistical Area Level 4 (SA4),7,Melbourne - North East,3,2018,2,Persons,2801.0,4.193,4.192961051273072,545317.0,513.6,452.9,82.0,945.0,33.7,171.1,15218.0,29.7,471,47.2
2204,Statistical Area Level 4 (SA4),7,Melbourne - North East,4,2019,2,Persons,3264.0,5.463,5.463069641344703,556655.0,586.4,512.9,82.0,1069.0,32.8,190.4,16671.0,31.9,463,47.3
2205,Statistical Area Level 4 (SA4),7,Melbourne - North West,0,2015,2,Persons,2123.0,5.331,5.330639335889286,367808.0,577.2,524.6,81.0,711.0,33.5,200.3,11228.0,32.5,336,47.3
2206,Statistical Area Level 4 (SA4),7,Melbourne - North West,1,2016,2,Persons,2110.0,4.513,4.512654538102666,381178.0,553.5,506.2,81.0,699.0,33.1,190.5,11181.0,31.2,377,53.9
2207,Statistical Area Level 4 (SA4),7,Melbourne - North West,2,2017,2,Persons,2207.0,5.561,5.560853627222617,393316.0,561.1,507.0,81.0,723.0,32.8,191.0,12141.0,32.8,370,48.7
2208,Statistical Area Level 4 (SA4),7,Melbourne - North West,3,2018,2,Persons,2046.0,5.044,5.044358321291623,406246.0,503.6,454.2,81.0,682.0,33.3,173.5,10848.0,28.4,331,46.9
2209,Statistical Area Level 4 (SA4),7,Melbourne - North West,4,2019,2,Persons,2212.0,4.868,4.868341909137619,419348.0,527.5,473.8,81.0,770.0,34.8,191.6,14678.0,37.3,357,50.4
2210,Statistical Area Level 4 (SA4),7,Melbourne - Outer East,0,2015,2,Persons,3270.0,5.003,5.003446905756421,513491.0,636.8,511.8,83.0,986.0,30.2,174.4,15885.0,33.1,489,49.6
2211,Statistical Area Level 4 (SA4),7,Melbourne - Outer East,1,2016,2,Persons,3295.0,5.177,5.177358995485225,519929.0,633.7,506.7,82.0,1000.0,30.3,174.0,15951.0,32.9,498,49.8
2212,Statistical Area Level 4 (SA4),7,Melbourne - Outer East,2,2017,2,Persons,3187.0,4.803,4.802617763138885,525721.0,606.2,475.9,83.0,927.0,29.1,157.2,14365.0,29.3,519,51.7
2213,Statistical Area Level 4 (SA4),7,Melbourne - Outer East,3,2018,2,Persons,3094.0,4.078,4.078034436159202,530366.0,583.4,448.9,83.0,928.0,30.0,155.7,14462.0,29.3,498,50.4
2214,Statistical Area Level 4 (SA4),7,Melbourne - Outer East,4,2019,2,Persons,3513.0,5.252,5.251537305122664,534485.0,657.3,502.1,82.0,1188.0,33.8,198.0,19245.0,38.8,487,46.4
2215,Statistical Area Level 4 (SA4),7,Melbourne - South East,0,2015,2,Persons,4278.0,4.399,4.399277570220928,765391.0,558.9,522.0,82.0,1362.0,31.8,186.1,23365.0,32.4,651,47.8
2216,Statistical Area Level 4 (SA4),7,Melbourne - South East,1,2016,2,Persons,4204.0,5.847,5.847352031264811,791564.0,531.1,495.2,81.0,1408.0,33.5,186.7,24228.0,32.5,721,51.2
2217,Statistical Area Level 4 (SA4),7,Melbourne - South East,2,2017,2,Persons,4231.0,4.421,4.421467615766565,818212.0,517.1,479.7,82.0,1281.0,30.3,164.1,21971.0,28.5,701,50.8
2218,Statistical Area Level 4 (SA4),7,Melbourne - South East,3,2018,2,Persons,4089.0,5.799,5.79914085255273,842769.0,485.2,446.2,82.0,1318.0,32.2,163.2,22265.0,28.0,632,45.9
2219,Statistical Area Level 4 (SA4),7,Melbourne - South East,4,2019,2,Persons,4778.0,5.062,5.061632724126271,866324.0,551.5,509.0,81.0,1610.0,33.7,196.2,28913.0,35.5,729,50.2
2220,Statistical Area Level 4 (SA4),7,Melbourne - West,0,2015,2,Persons,3424.0,4.624,4.624416342962204,735070.0,465.8,566.1,79.0,1352.0,39.5,208.9,24753.0,35.1,674,49.9
2221,Statistical Area Level 4 (SA4),7,Melbourne - West,1,2016,2,Persons,3433.0,4.1,4.100185751947182,762558.0,450.2,549.7,79.0,1334.0,38.9,198.2,24335.0,33.3,666,49.9
2222,Statistical Area Level 4 (SA4),7,Melbourne - West,2,2017,2,Persons,3639.0,4.997,4.996713678652117,791104.0,460.0,557.1,79.0,1435.0,39.4,203.3,25158.0,33.2,788,51.9
2223,Statistical Area Level 4 (SA4),7,Melbourne - West,3,2018,2,Persons,3433.0,4.102,4.1024682150115845,819102.0,419.1,499.5,80.0,1373.0,40.0,185.9,24696.0,31.5,730,50.8
2224,Statistical Area Level 4 (SA4),7,Melbourne - West,4,2019,2,Persons,3859.0,4.796,4.795627558307781,846457.0,455.9,534.3,78.0,1662.0,43.1,216.0,31643.0,39.0,768,50.7
2225,Statistical Area Level 4 (SA4),7,Mornington Peninsula,0,2015,2,Persons,2451.0,4.847,4.847366307297627,296621.0,826.3,548.9,82.0,757.0,30.9,214.5,11709.0,43.2,335,44.3
2226,Statistical Area Level 4 (SA4),7,Mornington Peninsula,1,2016,2,Persons,2427.0,5.609,5.6089912516368265,301030.0,806.2,530.5,82.0,775.0,31.9,215.9,12470.0,45.4,371,47.9
2227,Statistical Area Level 4 (SA4),7,Mornington Peninsula,2,2017,2,Persons,2333.0,5.737,5.737375784221965,304552.0,766.0,487.4,83.0,697.0,29.9,185.7,10175.0,36.7,367,49.8
2228,Statistical Area Level 4 (SA4),7,Mornington Peninsula,3,2018,2,Persons,2332.0,4.915,4.9151100300712915,307670.0,758.0,481.8,82.0,732.0,31.4,195.6,11382.0,40.7,385,50.9
2229,Statistical Area Level 4 (SA4),7,Mornington Peninsula,4,2019,2,Persons,2651.0,5.947,5.946690606504923,310279.0,854.4,532.5,82.0,812.0,30.6,217.3,12986.0,46.2,365,48.9
2230,Statistical Area Level 4 (SA4),7,North West,0,2015,2,Persons,1476.0,5.783,5.783021906224112,151422.0,974.8,584.9,82.0,445.0,30.1,239.7,6513.0,47.6,218,49.0
2231,Statistical Area Level 4 (SA4),7,North West,1,2016,2,Persons,1534.0,4.109,4.109064813351952,151907.0,1009.8,607.6,83.0,450.0,29.3,248.2,7316.0,53.3,243,54.0
2232,Statistical Area Level 4 (SA4),7,North West,2,2017,2,Persons,1556.0,5.966,5.966081576708778,152073.0,1023.2,606.7,82.0,472.0,30.3,253.4,7192.0,52.5,255,51.9
2233,Statistical Area Level 4 (SA4),7,North West,3,2018,2,Persons,1511.0,4.726,4.7259193085854925,152108.0,993.4,583.6,82.0,475.0,31.4,246.7,6582.0,48.0,259,52.2
2234,Statistical Area Level 4 (SA4),7,North West,4,2019,2,Persons,1574.0,5.471,5.470547308507442,152106.0,1034.8,621.0,81.0,525.0,33.4,285.0,8083.0,59.0,241,49.7
2235,Statistical Area Level 4 (SA4),7,Shepparton,0,2015,2,Persons,1310.0,5.568,5.5676649634590305,131170.0,998.7,657.6,82.0,408.0,31.1,265.8,6303.0,52.7,214,52.5
2236,Statistical Area Level 4 (SA4),7,Shepparton,1,2016,2,Persons,1182.0,5.213,5.212692093032347,132118.0,894.7,571.5,83.0,347.0,29.4,220.1,5755.0,47.9,174,50.1
2237,Statistical Area Level 4 (SA4),7,Shepparton,2,2017,2,Persons,1225.0,4.751,4.751394383270982,132892.0,921.8,583.5,82.0,377.0,30.8,232.6,5752.0,47.6,204,51.4
2238,Statistical Area Level 4 (SA4),7,Shepparton,3,2018,2,Persons,1239.0,5.217,5.216530727229628,133494.0,928.1,580.4,83.0,395.0,31.9,238.5,5817.0,48.0,201,48.7
2239,Statistical Area Level 4 (SA4),7,Shepparton,4,2019,2,Persons,1305.0,5.049,5.048830497328819,134144.0,972.8,607.9,82.0,419.0,32.1,254.3,6043.0,49.7,205,53.8
2240,Statistical Area Level 4 (SA4),7,Warrnambool and South West,0,2015,2,Persons,1249.0,4.258,4.257809550028531,124010.0,1007.2,637.1,82.0,399.0,31.9,256.5,5554.0,49.1,203,50.9
2241,Statistical Area Level 4 (SA4),7,Warrnambool and South West,1,2016,2,Persons,1149.0,5.403,5.40343732035966,124491.0,923.0,573.6,82.0,358.0,31.2,228.2,5296.0,46.8,174,48.6
2242,Statistical Area Level 4 (SA4),7,Warrnambool and South West,2,2017,2,Persons,1121.0,4.192,4.192082923385017,124703.0,898.9,550.4,82.0,368.0,32.8,230.9,5477.0,48.4,204,54.4
2243,Statistical Area Level 4 (SA4),7,Warrnambool and South West,3,2018,2,Persons,1103.0,5.747,5.7467804452385165,125061.0,882.0,532.0,82.0,319.0,28.9,192.6,4391.0,38.7,176,53.2
2244,Statistical Area Level 4 (SA4),7,Warrnambool and South West,4,2019,2,Persons,1238.0,5.942,5.941979632664598,125360.0,987.6,595.9,82.0,409.0,33.0,253.3,6073.0,53.5,193,49.5
2245,Statistical Area Level 4 (SA4),7,Brisbane - East,0,2015,2,Persons,1466.0,4.258,4.257625626506012,228928.0,640.3,516.4,82.0,483.0,32.9,187.6,7145.0,33.4,242,50.2
2246,Statistical Area Level 4 (SA4),7,Brisbane - East,1,2016,2,Persons,1497.0,5.331,5.33084782730726,231403.0,646.9,511.7,82.0,494.0,33.0,190.6,8117.0,37.6,245,49.6
2247,Statistical Area Level 4 (SA4),7,Brisbane - East,2,2017,2,Persons,1599.0,5.383,5.382815075229861,234582.0,681.6,528.2,82.0,515.0,32.2,193.5,8346.0,38.2,270,52.4
2248,Statistical Area Level 4 (SA4),7,Brisbane - East,3,2018,2,Persons,1556.0,5.445,5.445060979760404,237618.0,654.8,500.0,81.0,533.0,34.3,191.5,7630.0,34.5,253,47.5
2249,Statistical Area Level 4 (SA4),7,Brisbane - East,4,2019,2,Persons,1693.0,5.038,5.038213314590542,240658.0,703.5,530.5,81.0,564.0,33.3,199.3,8428.0,37.7,284,50.4
2250,Statistical Area Level 4 (SA4),7,Brisbane - North,0,2015,2,Persons,1431.0,5.768,5.768448046392923,211712.0,675.9,522.4,83.0,413.0,28.9,196.2,7743.0,39.3,210,50.8
2251,Statistical Area Level 4 (SA4),7,Brisbane - North,1,2016,2,Persons,1424.0,5.867,5.867469708881077,214765.0,663.1,504.0,83.0,421.0,29.6,195.2,6898.0,34.6,218,51.8
2252,Statistical Area Level 4 (SA4),7,Brisbane - North,2,2017,2,Persons,1501.0,4.149,4.149375617713624,218454.0,687.1,523.8,83.0,465.0,31.0,211.3,7218.0,35.6,240,51.6
2253,Statistical Area Level 4 (SA4),7,Brisbane - North,3,2018,2,Persons,1421.0,5.787,5.7867968996590715,222184.0,639.6,481.2,83.0,411.0,28.9,182.3,6713.0,32.6,202,49.1
2254,Statistical Area Level 4 (SA4),7,Brisbane - North,4,2019,2,Persons,1645.0,4.205,4.204519238218949,225885.0,728.2,546.0,83.0,491.0,29.8,211.8,7711.0,36.8,232,47.3
